Marketing_ID,Drug_ID,Channel,Budget,ROI
M-3366,D-2117,Print Media,10248.5,3.23
M-3367,D-3939,TV,61869.36,3.07
M-3368,D-3404,TV,40404.48,9.01
M-3369,D-7016,Billboards,28956.75,7.73
M-3370,D-591,Print Media,68541.67,7.03
M-3371,D-7702,TV,29955.32,6.23
M-3372,D-7280,Billboards,16070.48,1.7
M-3373,D-2373,Online Ads,85176.28,7.54
M-3374,D-6280,Billboards,68089.83,4.47
M-3375,D-4083,TV,83251.39,2.39
M-3376,D-9853,Billboards,5794.41,8.57
M-3377,D-7870,Online Ads,36156.51,5.52
M-3378,D-3900,Billboards,69602.31,5.42
M-3379,D-6453,Billboards,98631.45,9.11
M-3380,D-5680,Billboards,10635.48,1.0
M-3381,D-8776,Billboards,60600.76,9.16
M-3382,D-2935,Radio,12925.88,8.5
M-3383,D-3172,TV,47163.53,2.79
M-3384,D-8104,TV,17016.0,2.08
M-3385,D-5149,TV,73626.16,1.61
M-3386,D-4745,Billboards,45386.46,7.4
M-3387,D-8030,Print Media,70353.93,3.33
M-3388,D-3779,Radio,76448.78,7.7
M-3389,D-815,Print Media,93756.82,8.01
M-3390,D-7546,Radio,4793.99,3.24
M-3391,D-4176,TV,59526.0,5.29
M-3392,D-2522,Radio,71656.77,7.81
M-3393,D-4775,Online Ads,3107.49,4.08
M-3394,D-2778,Online Ads,64266.41,1.22
M-3395,D-2767,Online Ads,44042.79,3.88
M-3396,D-9248,Billboards,56447.64,4.34
M-3397,D-5259,Print Media,47574.43,6.15
M-3398,D-7349,Radio,63851.96,9.11
M-3399,D-7614,Print Media,22338.52,1.38
M-3400,D-8766,Print Media,64605.66,6.91
M-3401,D-5535,Online Ads,4988.78,7.7
M-3402,D-9995,Online Ads,16230.14,4.14
M-3403,D-1688,Online Ads,12344.72,2.48
M-3404,D-2214,Billboards,42488.22,5.3
M-3405,D-2313,TV,92234.87,3.38
M-3406,D-4242,TV,18564.2,9.78
M-3407,D-1056,Online Ads,81180.27,6.74
M-3408,D-3176,Radio,9080.62,9.28
M-3409,D-9769,Online Ads,26629.64,3.43
M-3410,D-9361,Online Ads,58811.81,2.41
M-3411,D-4551,Online Ads,13761.53,5.61
M-3412,D-2228,Print Media,54320.1,3.34
M-3413,D-6090,Radio,41144.81,4.82
M-3414,D-1806,Radio,84605.52,8.69
M-3415,D-5577,TV,50468.18,4.78
M-3416,D-1465,TV,59558.37,9.5
M-3417,D-1373,Radio,63857.41,5.19
M-3418,D-4137,Online Ads,85296.41,7.78
M-3419,D-396,Online Ads,89753.43,1.81
M-3420,D-4670,Online Ads,21345.35,8.17
M-3421,D-3829,Online Ads,66583.1,3.56
M-3422,D-668,Print Media,56310.89,7.65
M-3423,D-37,Billboards,58702.65,5.36
M-3424,D-727,Online Ads,87329.1,7.29
M-3425,D-5733,Billboards,10921.81,4.05
M-3426,D-1752,Print Media,52782.61,7.16
M-3427,D-7967,Print Media,7414.33,1.88
M-3428,D-9584,Billboards,78196.27,5.61
M-3429,D-3764,Print Media,92819.54,2.26
M-3430,D-5160,Online Ads,13293.33,8.08
M-3431,D-2431,Online Ads,43880.07,1.32
M-3432,D-160,Billboards,54483.32,7.32
M-3433,D-1821,Radio,8852.46,8.37
M-3434,D-2220,TV,61733.38,8.07
M-3435,D-3423,Billboards,15598.47,6.54
M-3436,D-7677,Print Media,67936.49,4.55
M-3437,D-7642,Online Ads,68160.69,8.69
M-3438,D-8204,Print Media,93401.49,7.37
M-3439,D-5550,Billboards,71439.29,7.34
M-3440,D-4843,TV,26713.24,1.49
M-3441,D-8374,Billboards,18741.17,5.14
M-3442,D-5908,Billboards,48721.53,8.0
M-3443,D-2329,Radio,99564.34,1.48
M-3444,D-8890,TV,63515.97,4.37
M-3445,D-6849,Online Ads,52526.65,5.06
M-3446,D-3041,Billboards,98892.63,2.66
M-3447,D-3019,Print Media,78699.65,8.5
M-3448,D-728,Radio,53100.33,8.66
M-3449,D-4027,Radio,92784.71,4.09
M-3450,D-5699,TV,54884.04,9.83
M-3451,D-292,Online Ads,71515.97,7.35
M-3452,D-4967,Online Ads,68258.85,8.88
M-3453,D-260,Online Ads,52153.17,3.15
M-3454,D-571,Billboards,94232.85,9.05
M-3455,D-4929,Print Media,22305.2,7.69
M-3456,D-9513,Online Ads,40004.91,6.6
M-3457,D-2537,Print Media,89217.9,7.04
M-3458,D-2754,Billboards,49979.93,5.52
M-3459,D-3016,TV,49982.2,4.19
M-3460,D-6484,Radio,50531.59,3.06
M-3461,D-7373,Online Ads,26532.03,3.59
M-3462,D-1502,Online Ads,60130.65,8.15
M-3463,D-7991,TV,79158.8,1.9
M-3464,D-7359,Radio,5585.53,9.03
M-3465,D-2276,Print Media,99300.89,9.18
M-3466,D-507,TV,29021.71,2.92
M-3467,D-9766,TV,88177.45,5.61
M-3468,D-1452,Billboards,15314.05,7.17
M-3469,D-2708,Print Media,19642.78,7.98
M-3470,D-6017,Online Ads,77229.4,3.26
M-3471,D-6217,Radio,23653.9,6.49
M-3472,D-5774,Print Media,31512.31,5.75
M-3473,D-1942,Print Media,57571.47,6.18
M-3474,D-8691,TV,39251.1,3.22
M-3475,D-8687,Print Media,4010.18,4.74
M-3476,D-2802,Online Ads,35320.81,3.85
M-3477,D-4087,Radio,42374.46,7.06
M-3478,D-7712,Radio,71846.39,8.41
M-3479,D-9665,Billboards,92687.88,2.04
M-3480,D-3206,Print Media,6486.19,3.52
M-3481,D-7390,Billboards,86549.76,4.28
M-3482,D-3510,Print Media,11263.23,5.89
M-3483,D-9515,Radio,72188.37,3.74
M-3484,D-7891,Radio,22575.29,4.14
M-3485,D-6093,TV,97847.61,4.11
M-3486,D-1781,TV,10684.12,1.03
M-3487,D-823,Billboards,50310.11,9.43
M-3488,D-7215,Radio,32783.58,5.13
M-3489,D-9137,Billboards,56619.08,2.23
M-3490,D-3221,Online Ads,97081.33,5.63
M-3491,D-8708,Radio,6031.02,3.36
M-3492,D-467,TV,47937.2,9.09
M-3493,D-6815,Online Ads,40083.24,8.02
M-3494,D-2401,Billboards,13997.73,3.9
M-3495,D-3387,TV,40583.35,9.06
M-3496,D-9838,Print Media,88629.21,4.32
M-3497,D-4495,TV,93228.18,2.74
M-3498,D-7151,TV,81212.07,4.21
M-3499,D-6929,Billboards,97859.75,2.57
M-3500,D-1976,Billboards,54379.34,9.17
M-3501,D-5714,Billboards,19214.7,4.16
M-3502,D-2081,Billboards,5758.18,6.39
M-3503,D-6403,Print Media,48145.67,2.24
M-3504,D-1172,Radio,39764.89,6.08
M-3505,D-3669,Online Ads,73207.81,3.03
M-3506,D-2622,Radio,57412.95,6.94
M-3507,D-5784,Billboards,12266.3,5.58
M-3508,D-3545,TV,30614.87,6.5
M-3509,D-2016,Radio,69177.76,8.16
M-3510,D-8661,Billboards,23110.81,7.95
M-3511,D-3895,Online Ads,35068.37,6.07
M-3512,D-7238,Online Ads,23665.83,6.05
M-3513,D-8552,Billboards,95293.45,8.36
M-3514,D-445,TV,78686.17,5.21
M-3515,D-4210,Print Media,85233.52,5.18
M-3516,D-6374,Radio,91473.39,6.6
M-3517,D-2456,Billboards,78296.68,5.54
M-3518,D-8105,Radio,98734.82,3.54
M-3519,D-760,Billboards,9443.59,2.76
M-3520,D-7004,Billboards,22300.09,6.61
M-3521,D-1906,Billboards,93607.26,3.93
M-3522,D-3441,Billboards,5254.14,3.36
M-3523,D-2212,Radio,78489.53,5.91
M-3524,D-2629,Online Ads,21297.7,2.61
M-3525,D-645,Billboards,87550.38,1.64
M-3526,D-4131,Radio,5415.53,3.4
M-3527,D-189,Print Media,74019.01,5.58
M-3528,D-144,Online Ads,47792.31,5.91
M-3529,D-7303,TV,21278.13,1.29
M-3530,D-1173,Billboards,90919.89,2.91
M-3531,D-8922,Billboards,33627.73,8.46
M-3532,D-5046,Radio,54641.32,6.29
M-3533,D-8354,Billboards,90766.46,5.26
M-3534,D-6630,Billboards,62289.55,6.27
M-3535,D-1196,Radio,6052.03,7.46
M-3536,D-5587,Radio,63034.09,5.57
M-3537,D-9258,Online Ads,84740.79,7.17
M-3538,D-9987,TV,85400.7,7.59
M-3539,D-7727,Online Ads,13778.26,5.44
M-3540,D-3175,TV,96903.98,4.41
M-3541,D-7495,Billboards,47992.47,4.63
M-3542,D-358,Online Ads,5945.56,1.2
M-3543,D-6975,Billboards,22494.09,1.13
M-3544,D-6953,TV,28511.8,7.2
M-3545,D-3148,Radio,74575.03,6.99
M-3546,D-2991,Radio,84218.62,4.23
M-3547,D-9749,Radio,21481.71,5.26
M-3548,D-2797,Print Media,92466.0,3.41
M-3549,D-8696,Billboards,41629.28,5.02
M-3550,D-7935,TV,97558.05,3.92
M-3551,D-1889,Online Ads,77886.61,7.48
M-3552,D-69,Online Ads,72918.01,9.46
M-3553,D-6054,Online Ads,45408.18,6.09
M-3554,D-3054,TV,30989.03,5.77
M-3555,D-6166,Billboards,90651.12,2.07
M-3556,D-854,Online Ads,22827.46,3.91
M-3557,D-6640,TV,39418.57,8.68
M-3558,D-1075,Billboards,9696.21,4.16
M-3559,D-664,Billboards,45001.88,3.85
M-3560,D-4919,Billboards,22930.99,2.27
M-3561,D-7707,Print Media,89517.1,8.1
M-3562,D-2183,TV,31353.74,9.79
M-3563,D-6853,Billboards,4710.2,6.27
M-3564,D-9058,Radio,7901.66,1.2
M-3565,D-5435,Radio,86724.66,4.25
M-3566,D-3671,Radio,85512.98,7.66
M-3567,D-4305,Billboards,68603.93,9.36
M-3568,D-1999,Online Ads,41699.53,5.73
M-3569,D-3468,Billboards,66100.23,2.31
M-3570,D-3290,Online Ads,98333.26,9.47
M-3571,D-2560,Radio,5031.24,1.91
M-3572,D-7987,Online Ads,44970.92,5.15
M-3573,D-7772,Billboards,31893.29,5.0
M-3574,D-879,Radio,48471.74,3.68
M-3575,D-5774,Print Media,88352.55,8.59
M-3576,D-6619,Online Ads,60357.97,2.92
M-3577,D-6631,Print Media,5938.09,9.52
M-3578,D-2415,Billboards,19069.88,2.96
M-3579,D-7446,Radio,51849.63,1.73
M-3580,D-7852,Online Ads,19750.58,7.62
M-3581,D-1943,Radio,31844.95,4.36
M-3582,D-4305,Print Media,33902.61,1.28
M-3583,D-8606,Radio,13211.14,9.41
M-3584,D-7871,TV,18092.28,1.84
M-3585,D-5471,Billboards,66319.88,2.37
M-3586,D-4713,Radio,84531.77,7.65
M-3587,D-3364,Billboards,90317.29,1.67
M-3588,D-9436,Online Ads,47324.56,2.49
M-3589,D-8198,Billboards,15640.25,8.54
M-3590,D-1361,Online Ads,37749.63,1.39
M-3591,D-4578,Radio,55591.6,1.68
M-3592,D-6513,Radio,40413.37,5.25
M-3593,D-6726,Billboards,66238.84,9.23
M-3594,D-3824,Radio,6832.34,5.89
M-3595,D-3828,Radio,42015.35,3.43
M-3596,D-6941,Online Ads,42341.01,7.08
M-3597,D-6980,Billboards,56434.6,1.7
M-3598,D-3429,Print Media,78639.86,5.56
M-3599,D-768,Print Media,21931.72,1.62
M-3600,D-9285,Radio,49645.84,6.44
M-3601,D-5767,Radio,98941.85,4.28
M-3602,D-3644,Print Media,25618.48,6.1
M-3603,D-554,Print Media,79741.88,1.04
M-3604,D-7383,Online Ads,8718.22,6.45
M-3605,D-7010,Radio,77950.78,9.16
M-3606,D-9800,Print Media,31799.27,6.24
M-3607,D-3839,Billboards,37086.77,7.98
M-3608,D-2908,Billboards,10477.4,4.43
M-3609,D-1882,Print Media,61136.02,9.18
M-3610,D-5301,Online Ads,19319.64,7.07
M-3611,D-4671,Print Media,36851.51,2.91
M-3612,D-1444,TV,24530.5,2.66
M-3613,D-6190,TV,7291.88,7.66
M-3614,D-4471,TV,89544.85,2.96
M-3615,D-9917,Radio,79114.05,3.29
M-3616,D-1288,Online Ads,42832.99,1.61
M-3617,D-8534,Radio,72953.21,9.24
M-3618,D-5345,Billboards,90001.61,5.73
M-3619,D-9284,TV,20202.84,4.63
M-3620,D-8323,Billboards,44782.49,4.01
M-3621,D-9142,Print Media,11357.64,7.9
M-3622,D-591,Radio,63510.75,9.1
M-3623,D-6489,Billboards,53403.72,4.67
M-3624,D-9339,Radio,31075.07,5.81
M-3625,D-9661,TV,52663.53,7.58
M-3626,D-9227,Billboards,30387.05,2.34
M-3627,D-4289,Billboards,37513.02,7.45
M-3628,D-8674,Billboards,63140.98,7.25
M-3629,D-8030,TV,92310.01,2.94
M-3630,D-995,TV,95775.57,6.97
M-3631,D-6580,Radio,80632.58,6.3
M-3632,D-203,TV,2082.72,3.69
M-3633,D-4849,TV,73603.21,1.59
M-3634,D-9755,TV,73956.22,8.14
M-3635,D-221,Print Media,10493.83,9.52
M-3636,D-8988,Radio,65632.23,4.25
M-3637,D-3260,Online Ads,3303.47,6.03
M-3638,D-1097,Print Media,87611.29,5.52
M-3639,D-6090,TV,56834.18,5.15
M-3640,D-3183,Billboards,41511.64,7.7
M-3641,D-3590,TV,16939.98,7.75
M-3642,D-820,Billboards,88468.93,1.56
M-3643,D-7444,Print Media,91868.02,4.39
M-3644,D-9818,Radio,46163.8,9.81
M-3645,D-3773,Print Media,78392.5,7.09
M-3646,D-8143,Print Media,38701.86,7.32
M-3647,D-6581,Online Ads,91654.54,9.1
M-3648,D-9443,TV,22343.91,3.75
M-3649,D-7739,Billboards,83657.22,3.01
M-3650,D-6792,Online Ads,67981.78,7.78
M-3651,D-8806,Radio,16736.34,3.24
M-3652,D-6083,Billboards,60990.25,3.24
M-3653,D-5569,Radio,73104.4,7.31
M-3654,D-627,Print Media,20235.71,6.02
M-3655,D-2035,Billboards,70653.52,8.01
M-3656,D-7014,Billboards,56241.03,1.95
M-3657,D-1383,TV,95088.76,2.38
M-3658,D-9875,Billboards,12338.57,5.45
M-3659,D-6530,Radio,66813.35,2.53
M-3660,D-6388,Billboards,58135.1,1.89
M-3661,D-9861,TV,72303.23,1.98
M-3662,D-9766,Billboards,61346.12,8.54
M-3663,D-8977,Print Media,13039.7,2.87
M-3664,D-8049,Online Ads,53423.36,6.31
M-3665,D-1011,Radio,67584.93,3.58
M-3666,D-6968,Print Media,55406.86,9.36
M-3667,D-2636,Billboards,36436.77,6.39
M-3668,D-9677,Online Ads,27862.94,6.55
M-3669,D-183,Billboards,31647.41,1.98
M-3670,D-7126,Billboards,6215.71,9.25
M-3671,D-4093,Print Media,47282.45,9.39
M-3672,D-8751,TV,8342.72,6.4
M-3673,D-7436,Radio,76571.18,1.5
M-3674,D-4866,Print Media,73049.94,3.03
M-3675,D-7898,Billboards,56355.99,2.12
M-3676,D-3148,TV,61140.85,8.81
M-3677,D-6933,Radio,99406.89,3.27
M-3678,D-4744,Print Media,68499.3,6.16
M-3679,D-392,Print Media,64737.02,9.06
M-3680,D-4101,Print Media,94297.59,9.99
M-3681,D-7775,TV,71990.18,5.87
M-3682,D-6073,TV,65486.24,8.38
M-3683,D-8358,Print Media,41808.23,1.15
M-3684,D-919,Print Media,79668.14,5.97
M-3685,D-7028,TV,34554.0,9.63
M-3686,D-4867,Billboards,80892.61,2.7
M-3687,D-4019,Print Media,77419.84,1.57
M-3688,D-1968,Print Media,99845.65,6.98
M-3689,D-8356,Billboards,58490.2,2.45
M-3690,D-649,Online Ads,21556.93,2.38
M-3691,D-9389,TV,12937.69,3.07
M-3692,D-556,Radio,30900.97,9.78
M-3693,D-3851,Radio,23429.62,1.21
M-3694,D-2822,Radio,43148.42,7.04
M-3695,D-3979,Online Ads,49603.96,1.79
M-3696,D-7704,TV,15067.78,3.81
M-3697,D-4827,Radio,43443.63,7.5
M-3698,D-3912,Online Ads,63296.82,6.08
M-3699,D-3652,TV,44943.54,9.73
M-3700,D-7422,TV,18872.03,5.57
M-3701,D-704,TV,75927.68,8.76
M-3702,D-1230,Billboards,70771.91,5.76
M-3703,D-5325,Radio,31904.33,9.6
M-3704,D-8153,TV,81929.1,8.25
M-3705,D-3258,TV,44495.2,1.95
M-3706,D-3036,Print Media,58356.07,7.55
M-3707,D-6750,Print Media,27768.55,4.16
M-3708,D-2549,Print Media,42377.16,4.4
M-3709,D-6216,Print Media,74420.27,2.28
M-3710,D-5063,Billboards,97479.73,7.29
M-3711,D-33,TV,57342.31,4.73
M-3712,D-6748,TV,93959.96,5.46
M-3713,D-2568,Radio,43646.95,2.7
M-3714,D-4957,Online Ads,22716.23,5.89
M-3715,D-9731,Billboards,16158.14,8.12
M-3716,D-4722,Online Ads,41364.9,7.94
M-3717,D-5200,Print Media,7979.99,2.62
M-3718,D-2089,Billboards,51287.16,5.08
M-3719,D-1248,Online Ads,26948.79,6.21
M-3720,D-6582,Online Ads,32680.16,7.19
M-3721,D-4280,Billboards,76175.83,6.84
M-3722,D-5989,TV,79169.57,4.4
M-3723,D-734,TV,2690.49,8.32
M-3724,D-1561,Billboards,71291.16,9.56
M-3725,D-9289,Radio,66621.95,2.27
M-3726,D-2577,Print Media,80310.8,4.72
M-3727,D-2272,Online Ads,32483.54,6.99
M-3728,D-8038,Radio,35128.65,7.23
M-3729,D-675,Billboards,65213.41,8.08
M-3730,D-752,Billboards,99377.63,2.33
M-3731,D-4401,Print Media,42588.14,6.41
M-3732,D-3527,TV,10760.77,1.98
M-3733,D-7936,Online Ads,30782.71,6.09
M-3734,D-7778,TV,11400.09,4.73
M-3735,D-123,Billboards,29380.78,9.28
M-3736,D-4823,Online Ads,40299.88,3.5
M-3737,D-7645,Billboards,59574.66,8.4
M-3738,D-4986,TV,28358.85,4.25
M-3739,D-4037,Billboards,32129.13,1.72
M-3740,D-7737,TV,80284.95,7.94
M-3741,D-6904,Radio,76407.77,9.14
M-3742,D-2374,Billboards,9907.79,5.92
M-3743,D-6495,TV,60045.72,7.77
M-3744,D-8742,Radio,90482.58,6.97
M-3745,D-9272,Radio,81587.92,1.28
M-3746,D-6136,Print Media,61665.02,5.22
M-3747,D-7961,TV,8050.31,4.06
M-3748,D-1158,Online Ads,14481.72,7.16
M-3749,D-5197,TV,51827.62,4.89
M-3750,D-9664,Online Ads,27967.58,1.42
M-3751,D-2682,Online Ads,68313.55,4.91
M-3752,D-5493,Billboards,37737.57,7.09
M-3753,D-2243,Billboards,71568.94,8.1
M-3754,D-7158,Print Media,82905.42,8.68
M-3755,D-9262,Online Ads,20432.88,3.83
M-3756,D-347,TV,71491.36,7.43
M-3757,D-3450,TV,81039.53,2.48
M-3758,D-863,Billboards,59975.21,7.13
M-3759,D-621,Radio,38731.02,1.28
M-3760,D-80,Radio,1372.11,3.07
M-3761,D-8275,Print Media,43911.86,2.17
M-3762,D-4365,TV,97081.75,6.35
M-3763,D-9990,Billboards,94923.96,7.29
M-3764,D-4439,TV,76418.29,2.05
M-3765,D-4574,Radio,81269.45,6.79
M-3766,D-5596,Billboards,89666.92,9.84
M-3767,D-2383,Online Ads,99070.33,9.85
M-3768,D-2430,Billboards,38394.34,1.83
M-3769,D-4568,Online Ads,75101.61,9.78
M-3770,D-1983,Online Ads,30151.89,5.62
M-3771,D-5018,TV,56908.33,1.42
M-3772,D-3700,Print Media,34805.77,1.22
M-3773,D-9674,TV,73584.14,2.69
M-3774,D-5340,Billboards,39610.33,5.74
M-3775,D-4273,Online Ads,82904.82,4.91
M-3776,D-557,Radio,94398.0,2.01
M-3777,D-5512,Online Ads,66026.93,5.9
M-3778,D-5356,TV,57280.93,6.37
M-3779,D-6908,Billboards,12912.28,4.68
M-3780,D-1127,Radio,9864.78,2.46
M-3781,D-7875,TV,56544.69,9.45
M-3782,D-8303,Print Media,22366.76,6.16
M-3783,D-8578,Radio,26261.08,4.28
M-3784,D-4879,Print Media,49084.27,1.15
M-3785,D-5922,Online Ads,5145.57,2.82
M-3786,D-9961,Print Media,18972.12,9.85
M-3787,D-2815,Online Ads,39311.38,5.38
M-3788,D-1628,TV,35263.93,6.7
M-3789,D-2165,Online Ads,10357.27,4.77
M-3790,D-3391,Billboards,82754.45,7.99
M-3791,D-4080,Print Media,36192.42,6.84
M-3792,D-9350,Print Media,78271.36,3.54
M-3793,D-4148,TV,37239.01,2.69
M-3794,D-2022,Radio,71172.79,7.53
M-3795,D-8923,TV,80710.28,4.24
M-3796,D-8432,Radio,14374.8,3.39
M-3797,D-5021,Radio,13691.9,1.22
M-3798,D-7047,TV,62747.39,3.17
M-3799,D-4568,TV,10060.41,5.14
M-3800,D-3738,Radio,23939.42,8.84
M-3801,D-1835,Print Media,35310.2,5.66
M-3802,D-1191,Radio,70338.81,5.82
M-3803,D-503,TV,24034.26,5.71
M-3804,D-1618,Radio,58094.9,8.1
M-3805,D-9342,Radio,54046.83,3.74
M-3806,D-6281,Radio,70229.47,6.66
M-3807,D-8443,Online Ads,10551.07,8.79
M-3808,D-3926,Billboards,28594.98,4.66
M-3809,D-8460,Billboards,15375.68,6.66
M-3810,D-486,Billboards,77327.52,1.91
M-3811,D-1161,Print Media,14677.2,7.62
M-3812,D-4899,Print Media,40128.45,1.38
M-3813,D-2471,TV,27762.36,6.15
M-3814,D-3091,Online Ads,51464.35,2.42
M-3815,D-7706,TV,25322.71,5.8
M-3816,D-4326,Print Media,23047.15,5.93
M-3817,D-3257,TV,91725.89,1.99
M-3818,D-2189,TV,83203.06,5.14
M-3819,D-2602,Billboards,2572.85,4.18
M-3820,D-3129,Print Media,65557.26,8.68
M-3821,D-3993,TV,79773.33,4.65
M-3822,D-513,Billboards,64788.99,8.36
M-3823,D-8962,Print Media,57359.01,7.66
M-3824,D-8134,Online Ads,91171.4,5.34
M-3825,D-2232,Online Ads,1093.23,1.01
M-3826,D-4497,Online Ads,57888.89,4.83
M-3827,D-7403,Print Media,96956.17,6.33
M-3828,D-2662,Billboards,97468.21,8.25
M-3829,D-1918,Print Media,65656.07,8.41
M-3830,D-4487,Print Media,8964.86,3.12
M-3831,D-6016,TV,67455.68,9.3
M-3832,D-865,Radio,78612.59,1.55
M-3833,D-6772,Online Ads,75512.17,6.49
M-3834,D-1617,Print Media,8171.71,9.37
M-3835,D-7755,Radio,27583.82,7.92
M-3836,D-4337,Online Ads,78275.95,3.59
M-3837,D-7732,Billboards,8915.13,8.16
M-3838,D-9225,TV,68189.72,1.46
M-3839,D-6195,TV,12538.73,7.93
M-3840,D-5361,Online Ads,85747.26,6.2
M-3841,D-3352,Radio,75106.57,7.86
M-3842,D-3253,Online Ads,5461.29,6.22
M-3843,D-8995,Online Ads,83451.26,9.52
M-3844,D-9211,TV,12719.74,8.11
M-3845,D-633,Print Media,53991.32,7.67
M-3846,D-8713,Billboards,24414.44,6.33
M-3847,D-8562,Billboards,41536.89,8.99
M-3848,D-2863,Print Media,9128.92,9.89
M-3849,D-8363,Radio,60959.16,4.45
M-3850,D-3420,Radio,47531.37,8.19
M-3851,D-1126,Radio,6552.68,3.15
M-3852,D-181,Billboards,68839.52,2.16
M-3853,D-3957,TV,57230.4,7.14
M-3854,D-6725,Print Media,75705.77,7.48
M-3855,D-6715,Billboards,69457.35,2.81
M-3856,D-1782,Print Media,36710.14,1.0
M-3857,D-4000,Print Media,85604.61,4.12
M-3858,D-6442,Billboards,9930.73,2.74
M-3859,D-9553,Online Ads,62595.4,7.48
M-3860,D-9161,Radio,8898.1,6.14
M-3861,D-2983,Online Ads,76186.14,8.4
M-3862,D-8449,TV,83639.67,3.24
M-3863,D-7902,TV,19163.91,7.57
M-3864,D-8447,Online Ads,42122.46,4.98
M-3865,D-4056,TV,8185.95,3.77
M-3866,D-7754,Radio,12122.92,7.55
M-3867,D-9290,TV,68287.07,4.54
M-3868,D-9564,Billboards,85746.35,3.52
M-3869,D-6026,Print Media,34462.55,1.63
M-3870,D-8240,Radio,33772.8,3.86
M-3871,D-3228,Print Media,1517.0,1.55
M-3872,D-7880,TV,70517.21,7.22
M-3873,D-9042,Radio,55033.8,1.93
M-3874,D-905,Billboards,68986.26,4.65
M-3875,D-9953,Print Media,19254.7,9.82
M-3876,D-3652,Radio,76138.9,4.16
M-3877,D-1722,Print Media,73969.51,3.41
M-3878,D-9818,Print Media,65717.23,3.32
M-3879,D-3370,Online Ads,39236.02,5.13
M-3880,D-4962,Online Ads,53586.84,5.46
M-3881,D-2586,TV,28990.8,6.0
M-3882,D-2733,Billboards,57774.32,8.47
M-3883,D-924,TV,31959.82,7.56
M-3884,D-6012,Print Media,67436.85,9.93
M-3885,D-401,Online Ads,58807.06,2.43
M-3886,D-9568,Online Ads,94483.55,6.36
M-3887,D-4605,Billboards,15874.14,4.71
M-3888,D-7030,Online Ads,27094.33,7.45
M-3889,D-920,Radio,24960.24,5.3
M-3890,D-1196,Print Media,45642.37,3.37
M-3891,D-7591,Online Ads,74267.88,6.23
M-3892,D-6704,Radio,6102.82,5.87
M-3893,D-2142,Print Media,47612.34,8.41
M-3894,D-7476,Online Ads,37931.05,6.08
M-3895,D-8092,Radio,59634.82,8.51
M-3896,D-6267,Radio,76154.95,8.71
M-3897,D-6118,TV,90553.29,8.31
M-3898,D-7417,Billboards,88003.81,7.96
M-3899,D-382,Radio,29144.09,8.68
M-3900,D-3004,TV,64844.52,8.18
M-3901,D-4600,TV,98110.97,5.13
M-3902,D-3722,Print Media,29582.42,4.48
M-3903,D-251,Billboards,84779.48,4.5
M-3904,D-511,Online Ads,50211.37,9.18
M-3905,D-2553,Print Media,99842.87,3.66
M-3906,D-2417,Print Media,7823.37,8.23
M-3907,D-3085,TV,97356.1,4.52
M-3908,D-2523,TV,12863.16,7.4
M-3909,D-1765,Billboards,53548.21,9.54
M-3910,D-5073,Online Ads,99353.17,2.68
M-3911,D-5289,Print Media,11241.34,3.26
M-3912,D-3166,Print Media,31015.81,1.44
M-3913,D-3267,Online Ads,99763.09,2.69
M-3914,D-8247,Radio,46289.79,3.54
M-3915,D-5892,Billboards,63874.92,1.3
M-3916,D-5856,Billboards,51138.04,7.43
M-3917,D-208,TV,63612.2,7.92
M-3918,D-5043,Billboards,64948.3,4.67
M-3919,D-4080,Radio,89291.98,1.4
M-3920,D-5313,Radio,1316.5,5.23
M-3921,D-7194,Radio,80962.29,3.79
M-3922,D-2061,TV,8877.68,2.1
M-3923,D-7829,Radio,76694.92,6.35
M-3924,D-7461,TV,52519.55,9.49
M-3925,D-6562,Radio,42832.43,2.16
M-3926,D-3535,Radio,12865.53,8.82
M-3927,D-4138,Radio,93470.03,2.57
M-3928,D-7840,TV,13960.95,8.68
M-3929,D-1573,Print Media,23847.32,8.07
M-3930,D-6542,Print Media,93466.96,1.71
M-3931,D-9335,TV,41991.49,4.98
M-3932,D-7035,TV,64023.48,3.71
M-3933,D-610,TV,29827.2,2.46
M-3934,D-3536,Radio,18410.87,3.59
M-3935,D-950,Print Media,55534.27,9.92
M-3936,D-5107,Print Media,99397.37,7.72
M-3937,D-2859,Billboards,66131.18,8.9
M-3938,D-6968,Radio,77511.12,5.41
M-3939,D-75,Online Ads,43959.1,5.01
M-3940,D-7768,Billboards,37408.63,4.17
M-3941,D-3188,TV,64111.55,4.91
M-3942,D-5982,TV,67103.88,5.17
M-3943,D-9990,Billboards,35977.38,8.86
M-3944,D-4081,Online Ads,46553.78,5.06
M-3945,D-8974,Online Ads,14993.09,7.13
M-3946,D-4102,Print Media,44789.51,3.89
M-3947,D-1975,Radio,7917.9,4.25
M-3948,D-7130,Online Ads,57545.8,8.68
M-3949,D-3604,TV,15162.8,8.84
M-3950,D-9504,TV,82931.65,9.82
M-3951,D-5590,TV,95852.76,6.55
M-3952,D-4442,Print Media,5613.04,2.38
M-3953,D-2740,Radio,30044.28,1.18
M-3954,D-5793,Billboards,4332.63,7.02
M-3955,D-586,TV,85964.05,3.79
M-3956,D-9700,Print Media,44645.85,1.94
M-3957,D-2745,Billboards,6813.64,7.64
M-3958,D-7697,Online Ads,69421.56,3.25
M-3959,D-4234,Radio,38031.13,7.86
M-3960,D-4082,Billboards,89040.28,7.97
